customer_id,age,state,income,source_system,signup_date
CUS-01105,18,NY ,119703.65,A,2023-06-16
CUS-01106,57,TX,160430.01,A,2024-06-25
CUS-01107,46,TX,155822.66,A,2025-09-01
CUS-01108,47,IL,32650.88,A,
CUS-01109,18,FL,503563.25,A,
CUS-01110,46,FL,16741.97,A,2025-04-18
CUS-01111,59,CA,49877.71,B,2024-08-09
CUS-01112,32,ny,64929.27,A,2024-09-12
CUS-01113,55,NY ,153588.57,A,2025-01-15
CUS-01114,49,ny,11198.75,A,2023-12-14
CUS-01115,69,FL,27599.71,B,2024-12-25
CUS-01116,28,FL,13144.74,A,2024-07-26
CUS-01117,59,NY,34041.2,A,2025-02-07
CUS-01118,48,TX,35565.47,B,2023-07-30
CUS-01119,36,NY ,5938.68,A,2023-11-25
CUS-01120,68,NY,87797.19,A,2023-01-25
CUS-01121,39,CA,102556.52,C,2023-10-20
CUS-01122,43,FL,77246.44,A,2023-03-02
CUS-01123,42,NY,,B,2023-05-26
CUS-01124,46,IL,400664.08,A,2023-09-03
CUS-01125,33,WA,49788.93,B,2023-03-04
CUS-01126,30,ny,211784.07,A,2023-01-20
CUS-01127,46,CA,8656.95,A,2024-02-21
CUS-01128,35,WA,111246.61,A,2023-09-09
CUS-01129,56,ny,36732.89,B,2025-09-11
CUS-01130,42,FL,58895.64,C,2023-10-07
CUS-01131,47,ny,73021.19,B,2023-10-16
CUS-01132,35,CA,32027.14,A,2024-07-23
CUS-01133,47,ny,7413.06,C,2025-08-26
CUS-01134,42,FL,39341.6,A,2023-11-26
CUS-01135,33,NY ,16305.47,A,2025-08-02
CUS-01136,68,NY ,,A,
CUS-01137,24,NY ,28090.32,A,2025-03-17
CUS-01138,34,NY ,16937.81,C,2025-04-12
CUS-01139,33,NY,26443.45,A,2023-07-17
CUS-01140,43,FL,60267.2,A,2023-07-16
CUS-01141,35,WA,27347.42,A,2024-01-07
CUS-01142,23,WA,,A,2024-10-15
CUS-01143,44,FL,12974.3,A,2024-08-02
CUS-01144,44,TX,,B,2023-03-08
CUS-01145,66,FL,21220.46,A,2025-09-20
CUS-01146,33,NY ,,B,2024-11-20
CUS-01147,41,NY,19996.79,C,2023-05-05
CUS-01148,65,NY ,35911.51,B,2023-02-18
CUS-01149,43,ny,32100.11,A,2025-06-20
CUS-01150,55,NY,62628.36,B,2025-07-28
CUS-01151,63,TX,190613.16,A,
CUS-01152,50,NY,25227.33,A,2023-04-21
CUS-01153,35,IL,85237.24,B,2023-03-16
CUS-01154,29,NY ,18501.45,B,2023-03-04
CUS-01155,31,ny,61192.79,C,2025-07-30
CUS-01156,39,NY,37351.62,C,2024-07-26
CUS-01157,40,ny,22024.09,A,2025-03-17
CUS-01158,34,NY,16612.72,B,2023-04-14
CUS-01159,46,NY,35457.24,A,2024-09-01
CUS-01160,50,WA,118178.92,B,2024-05-07
CUS-01161,54,NY ,,B,2023-02-15
CUS-01162,38,IL,138718.02,A,2025-03-05
CUS-01163,26,FL,64328.27,A,
CUS-01164,41,NY,35426.95,B,2023-07-25
CUS-01165,44,WA,71458.96,B,2024-04-23
CUS-01166,35,IL,163492.49,B,2023-06-16
CUS-01167,63,NY ,9700.97,A,
CUS-01168,45,WA,210491.32,A,2025-04-14
CUS-01169,42,TX,24089.46,A,
CUS-01170,33,TX,138733.28,A,2024-08-22
CUS-01171,20,WA,443412.91,C,2025-06-25
CUS-01172,55,WA,299638.07,A,
CUS-01173,45,TX,43688.85,C,2023-04-24
CUS-01174,47,IL,150693.11,A,2025-08-21
CUS-01175,49,ny,12112.7,B,2023-05-28
CUS-01176,49,ny,80716.36,C,2024-03-15
CUS-01177,43,WA,67693.64,C,2023-06-02
CUS-01178,65,TX,90627.36,A,2025-06-26
CUS-01179,40,CA,,B,2025-06-22
CUS-01180,20,IL,19887.71,B,2024-12-12
CUS-01181,46,NY ,13273.65,B,2024-10-27
CUS-01182,34,WA,23555.71,A,2024-03-11
CUS-01183,46,TX,19269.68,C,2023-03-28
CUS-01184,55,IL,165449.4,A,2024-04-06
CUS-01185,47,ny,21196.75,B,
CUS-01186,43,FL,37209.47,A,2024-06-09
CUS-01187,47,CA,75208.12,B,2023-02-09
CUS-01188,40,IL,,B,2023-11-06
CUS-01189,46,WA,6532.67,B,2025-05-25
CUS-01190,41,NY,4854.67,B,2023-12-21
CUS-01191,32,NY,90106.61,B,2025-02-18
CUS-01192,49,WA,27873.94,C,2025-03-15
CUS-01193,20,IL,71402.54,B,2023-07-12
CUS-01194,56,NY ,33202.04,A,2024-01-19
CUS-01195,51,NY,25873.39,A,2023-12-30
CUS-01196,26,ny,106635.24,A,2023-11-03
CUS-01197,66,TX,64088.26,A,2023-12-05
CUS-01198,52,ny,5353.05,B,2024-02-05
CUS-01199,32,IL,106929.45,A,2025-07-05
CUS-01200,52,TX,,A,2024-05-15
CUS-00101,46,CA,226706.26,A,2025-01-26
CUS-00102,37,FL,75864.02,B,2023-11-06
CUS-00103,34,TX,182732.41,A,2023-05-10
CUS-00104,40,NY ,,B,
CUS-00105,31,NY,55703.59,A,2023-04-27
CUS-00106,39,NY,62359.13,C,2025-08-29
CUS-00107,50,ny,48043.24,A,2023-08-20
CUS-00108,22,FL,235148.53,B,2023-11-09
CUS-00109,74,CA,131233.51,B,2023-08-05
CUS-00110,51,CA,71661.61,A,2024-12-06
CUS-00111,41,FL,102382.63,B,2024-12-04
CUS-00112,41,WA,312021.36,A,2024-10-25
